time,"Calculated boost (bar)","Intake manifold absolute pressure (kPa)","Long term fuel % trim - Bank 1 (%)","Short term fuel % trim - Bank 1 (%)",
15:40:56.072,-0.82325,19,,,
15:40:56.302,,,,0,
15:40:56.541,,,99.21875,,
15:40:56.772,-0.81325,20,,,
15:40:57.009,,,,0,
15:40:57.235,,,99.21875,,
15:40:57.471,-0.78325,23,,,
15:40:57.702,,,,0,
15:40:57.919,,,0,,
15:40:58.158,-0.75325,26,,,
15:40:58.372,,,,0,
15:40:58.602,,,3.90625,,
15:40:58.836,-0.79325,22,,,
15:40:59.069,,,,0,
15:40:59.308,,,2.34375,,
15:40:59.551,-0.77325,24,,,
15:40:59.762,,,,0,
15:40:59.989,,,0.78125,,
15:41:00.207,-0.75325,26,,,
15:41:00.428,,,,4.6875,
15:41:00.658,,,1.5625,,
15:41:00.883,-0.76325,25,,,
15:41:01.121,,,,4.6875,
15:41:01.340,,,2.34375,,
15:41:01.549,-0.81325,20,,,
15:41:01.787,,,,0,
15:41:02.003,,,3.90625,,
15:41:02.241,-0.82325,19,,,
15:41:02.460,,,,0,
15:41:02.699,,,99.21875,,
15:41:02.940,-0.82325,19,,,
15:41:03.161,,,,0,
15:41:03.379,,,99.21875,,
15:41:03.616,-0.80325,21,,,
15:41:03.835,,,,0.78125,
15:41:04.062,,,0,,
15:41:04.282,-0.73325,28,,,
15:41:04.515,,,,0,
15:41:04.790,,,0,,
15:41:05.021,-0.73325,28,,,
15:41:05.241,,,,0,
15:41:05.477,,,0.78125,,
15:41:05.715,-0.74325,27,,,
15:41:05.942,,,,5.46875,
15:41:06.162,,,0.78125,,
15:41:06.379,-0.75325,26,,,
15:41:06.605,,,,2.34375,
15:41:06.835,,,2.34375,,
15:41:07.075,-0.82325,19,,,
15:41:07.294,,,,0,
15:41:07.522,,,99.21875,,
15:41:07.759,-0.81325,20,,,
15:41:07.976,,,,0,
15:41:08.207,,,1.5625,,
15:41:08.441,-0.81325,20,,,
15:41:08.660,,,,0,
15:41:08.897,,,2.34375,,
15:41:09.141,-0.76325,25,,,
15:41:09.358,,,,0,
15:41:09.581,,,0,,
15:41:09.819,-0.71325,30,,,
15:41:10.050,,,,0,
15:41:10.283,,,2.34375,,
15:41:10.502,-0.76325,25,,,
15:41:10.746,,,,0,
15:41:10.958,,,0.78125,,
15:41:11.187,-0.72325,29,,,
15:41:11.416,,,,-2.34375,
15:41:11.653,,,0,,
15:41:11.879,-0.56325,45,,,
15:41:12.107,,,,0,
15:41:12.341,,,-3.125,,
15:41:12.579,-0.52325,49,,,
15:41:12.815,,,,1.5625,
15:41:13.048,,,3.90625,,
15:41:13.257,-0.81325,20,,,
15:41:13.529,,,,0,
15:41:13.786,,,0.78125,,
15:41:14.003,-0.59325,42,,,
15:41:14.244,,,,0,
15:41:14.477,,,-3.125,,
15:41:14.698,-0.57325,44,,,
15:41:14.931,,,,0,
15:41:15.169,,,-2.34375,,
15:41:15.402,-0.59325,42,,,
15:41:15.615,,,,2.34375,
15:41:15.864,,,-2.34375,,
15:41:16.081,-0.63325,38,,,
15:41:16.315,,,,1.5625,
15:41:16.543,,,-2.34375,,
15:41:16.764,-0.63325,38,,,
15:41:17.002,,,,1.5625,
15:41:17.244,,,-2.34375,,
15:41:17.457,-0.64325,37,,,
15:41:17.692,,,,3.90625,
15:41:17.920,,,-2.34375,,
15:41:18.141,-0.61325,40,,,
15:41:18.371,,,,1.5625,
15:41:18.615,,,-2.34375,,
15:41:18.847,-0.60325,41,,,
15:41:19.065,,,,0,
15:41:19.289,,,-2.34375,,
15:41:19.506,-0.60325,41,,,
15:41:19.745,,,,0.78125,
15:41:19.982,,,-3.90625,,
15:41:20.209,-0.12325,89,,,
15:41:20.430,,,,5.46875,
15:41:20.648,,,-7.03125,,
15:41:20.882,-0.06325,95,,,
15:41:21.115,,,,10.15625,
15:41:21.327,,,-3.90625,,
15:41:21.557,-0.78325,23,,,
15:41:21.799,,,,4.6875,
15:41:22.014,,,99.21875,,
15:41:22.267,-0.82325,19,,,
15:41:22.502,,,,0,
15:41:22.738,,,1.5625,,
15:41:22.959,-0.82325,19,,,
15:41:23.197,,,,0,
15:41:23.434,,,99.21875,,
15:41:23.662,-0.82325,19,,,
15:41:23.884,,,,0,
15:41:24.102,,,99.21875,,
15:41:24.324,-0.81325,20,,,
15:41:24.562,,,,0,
15:41:24.821,,,1.5625,,
15:41:25.066,-0.82325,19,,,
15:41:25.286,,,,0,
15:41:25.509,,,2.34375,,
15:41:25.731,-0.78325,23,,,
15:41:25.960,,,,0,
15:41:26.192,,,0,,
15:41:26.417,-0.71325,30,,,
15:41:26.655,,,,1.5625,
15:41:26.884,,,-2.34375,,
15:41:27.115,-0.60325,41,,,
15:41:27.339,,,,3.90625,
15:41:27.577,,,-3.125,,
15:41:27.811,-0.54325,47,,,
15:41:28.056,,,,0.78125,
15:41:28.269,,,-3.125,,
15:41:28.501,-0.45325,56,,,
15:41:28.730,,,,0,
15:41:28.943,,,-3.90625,,
15:41:29.179,-0.40325,61,,,
15:41:29.423,,,,0,
15:41:29.707,,,-3.90625,,
15:41:29.953,-0.41325,60,,,
15:41:30.182,,,,0.78125,
15:41:30.425,,,-3.90625,,
15:41:30.646,-0.40325,61,,,
15:41:30.883,,,,0.78125,
15:41:31.121,,,-3.90625,,
15:41:31.359,-0.41325,60,,,
15:41:31.580,,,,0,
15:41:31.802,,,-5.46875,,
15:41:32.040,-0.47325,54,,,
15:41:32.260,,,,-2.34375,
15:41:32.503,,,-3.90625,,
15:41:32.745,-0.53325,48,,,
15:41:32.980,,,,-6.25,
15:41:33.236,,,-3.125,,
15:41:33.465,-0.55325,46,,,
15:41:33.701,,,,-6.25,
15:41:33.946,,,-3.125,,
15:41:34.181,-0.57325,44,,,
15:41:34.408,,,,-3.125,
15:41:34.645,,,0,,
15:41:34.883,-0.78325,23,,,
15:41:35.115,,,,0,
15:41:35.350,,,-3.90625,,
15:41:35.583,-0.42325,59,,,
15:41:35.835,,,,0,
15:41:36.064,,,-3.90625,,
15:41:36.296,-0.53325,48,,,
15:41:36.522,,,,0,
15:41:36.743,,,-2.34375,,
15:41:36.979,-0.64325,37,,,
15:41:37.220,,,,0,
15:41:37.454,,,0,,
15:41:37.683,-0.68325,33,,,
15:41:37.909,,,,0.78125,
15:41:38.133,,,0,,
15:41:38.367,-0.67325,34,,,
15:41:38.603,,,,4.6875,
15:41:38.826,,,0,,
15:41:39.068,-0.67325,34,,,
15:41:39.308,,,,4.6875,
15:41:39.589,,,0,,
15:41:39.835,-0.67325,34,,,
15:41:40.075,,,,4.6875,
15:41:40.318,,,0.78125,,
15:41:40.571,-0.81325,20,,,
15:41:40.791,,,,0,
15:41:41.023,,,99.21875,,
15:41:41.267,-0.82325,19,,,
15:41:41.547,,,,0,
15:41:41.771,,,99.21875,,
15:41:42.011,-0.81325,20,,,
15:41:42.250,,,,0,
15:41:42.473,,,99.21875,,
15:41:42.714,-0.82325,19,,,
15:41:42.965,,,,0,
15:41:43.205,,,3.90625,,
15:41:43.433,-0.70325,31,,,
15:41:43.671,,,,1.5625,
15:41:43.893,,,0,,
15:41:44.115,-0.73325,28,,,
15:41:44.356,,,,0,
15:41:44.601,,,99.21875,,
15:41:44.830,-0.79325,22,,,
15:41:45.066,,,,0,
15:41:45.298,,,0.78125,,
15:41:45.523,-0.80325,21,,,
15:41:45.766,,,,0,
15:41:46.003,,,3.90625,,
15:41:46.229,-0.75325,26,,,
15:41:46.465,,,,0,
15:41:46.698,,,0,,
15:41:46.929,-0.68325,33,,,
15:41:47.159,,,,3.90625,
15:41:47.376,,,0,,
15:41:47.590,-0.68325,33,,,
15:41:47.835,,,,5.46875,
15:41:48.080,,,0,,
15:41:48.314,-0.70325,31,,,
15:41:48.541,,,,7.8125,
15:41:48.763,,,1.5625,,
15:41:48.994,-0.74325,27,,,
15:41:49.230,,,,5.46875,
15:41:49.467,,,0.78125,,
15:41:49.701,-0.74325,27,,,
15:41:49.971,,,,0.78125,
15:41:50.186,,,1.5625,,
15:41:50.422,-0.75325,26,,,
15:41:50.658,,,,0,
15:41:50.896,,,1.5625,,
15:41:51.143,-0.75325,26,,,
15:41:51.378,,,,-7.8125,
15:41:51.601,,,1.5625,,
15:41:51.838,-0.69325,32,,,
15:41:52.062,,,,1.5625,
15:41:52.301,,,-2.34375,,
15:41:52.538,-0.59325,42,,,
15:41:52.758,,,,0,
15:41:52.985,,,-2.34375,,
15:41:53.218,-0.63325,38,,,
15:41:53.458,,,,0,
15:41:53.676,,,0,,
15:41:53.901,-0.66325,35,,,
15:41:54.127,,,,0.78125,
15:41:54.363,,,0.78125,,
15:41:54.578,-0.72325,29,,,
15:41:54.820,,,,0.78125,
15:41:55.056,,,2.34375,,
15:41:55.275,-0.75325,26,,,
15:41:55.519,,,,-7.03125,
15:41:55.762,,,2.34375,,
15:41:56.004,-0.75325,26,,,
15:41:56.245,,,,-14.0625,
15:41:56.475,,,2.34375,,
15:41:56.688,-0.75325,26,,,
15:41:56.920,,,,-10.15625,
15:41:57.145,,,3.90625,,
15:41:57.389,-0.81325,20,,,
15:41:57.636,,,,-2.34375,
15:41:57.848,,,99.21875,,
15:41:58.108,-0.82325,19,,,
15:41:58.357,,,,0,
15:41:58.590,,,99.21875,,
15:41:58.829,-0.82325,19,,,
15:41:59.045,,,,0,
15:41:59.265,,,99.21875,,
15:41:59.482,-0.82325,19,,,
15:41:59.743,,,,0,
15:41:59.961,,,99.21875,,
15:42:00.202,-0.82325,19,,,
15:42:00.424,,,,0,
15:42:00.658,,,99.21875,,
15:42:00.884,-0.83325,18,,,
15:42:01.129,,,,0,
15:42:01.376,,,99.21875,,
15:42:01.602,-0.82325,19,,,
15:42:01.834,,,,0,
15:42:02.055,,,99.21875,,
15:42:02.285,-0.83325,18,,,
15:42:02.502,,,,0,
15:42:02.736,,,99.21875,,
15:42:02.982,-0.82325,19,,,
15:42:03.222,,,,0,
15:42:03.459,,,99.21875,,
15:42:03.683,-0.83325,18,,,
15:42:03.908,,,,0,
15:42:04.146,,,99.21875,,
15:42:04.366,-0.83325,18,,,
15:42:04.601,,,,0,
15:42:04.832,,,99.21875,,
15:42:05.058,-0.82325,19,,,
15:42:05.294,,,,0,
15:42:05.574,,,99.21875,,
15:42:05.790,-0.82325,19,,,
15:42:06.039,,,,0,
15:42:06.260,,,99.21875,,
15:42:06.495,-0.82325,19,,,
15:42:06.718,,,,0,
15:42:06.969,,,99.21875,,
15:42:07.187,-0.82325,19,,,
15:42:07.415,,,,0,
15:42:07.651,,,99.21875,,
15:42:07.894,-0.82325,19,,,
15:42:08.129,,,,0,
15:42:08.342,,,99.21875,,
15:42:08.570,-0.82325,19,,,
15:42:08.813,,,,0,
15:42:09.057,,,99.21875,,
15:42:09.273,-0.81325,20,,,
15:42:09.514,,,,0,
15:42:09.737,,,99.21875,,
15:42:09.976,-0.81325,20,,,
15:42:10.199,,,,0,
15:42:10.437,,,99.21875,,
15:42:10.678,-0.82325,19,,,
15:42:10.902,,,,0,
15:42:11.129,,,99.21875,,
15:42:11.364,-0.82325,19,,,
15:42:11.601,,,,0,
15:42:11.834,,,99.21875,,
15:42:12.064,-0.81325,20,,,
15:42:12.297,,,,0,
15:42:12.544,,,99.21875,,
15:42:12.767,-0.79325,22,,,
15:42:13.014,,,,1.5625,
15:42:13.249,,,-2.34375,,
15:42:13.482,-0.66325,35,,,
15:42:13.702,,,,0,
15:42:13.930,,,-3.125,,
15:42:14.144,-0.44325,57,,,
15:42:14.386,,,,0,
15:42:14.608,,,-5.46875,,
15:42:14.834,-0.19325,82,,,
15:42:15.058,,,,1.5625,
15:42:15.297,,,-5.46875,,
15:42:15.535,-0.23325,78,,,
15:42:15.790,,,,2.34375,
15:42:16.018,,,-5.46875,,
15:42:16.244,-0.27325,74,,,
15:42:16.478,,,,3.90625,
15:42:16.697,,,-3.125,,
15:42:16.931,-0.58325,43,,,
15:42:17.147,,,,-2.34375,
15:42:17.398,,,4.6875,,
15:42:17.616,-0.81325,20,,,
15:42:17.850,,,,0,
15:42:18.088,,,3.90625,,
15:42:18.308,-0.74325,27,,,
15:42:18.529,,,,0,
15:42:18.764,,,0,,
15:42:18.992,-0.71325,30,,,
15:42:19.218,,,,0,
15:42:19.447,,,0.78125,,
15:42:19.676,-0.79325,22,,,
15:42:19.902,,,,0,
15:42:20.118,,,4.6875,,
15:42:20.359,-0.82325,19,,,
15:42:20.597,,,,0,
15:42:20.833,,,4.6875,,
15:42:21.049,-0.82325,19,,,
15:42:21.277,,,,0,
15:42:21.527,,,4.6875,,
15:42:21.756,-0.82325,19,,,
15:42:21.971,,,,0,
15:42:22.200,,,4.6875,,
15:42:22.427,-0.81325,20,,,
15:42:22.654,,,,0,
15:42:22.881,,,4.6875,,
15:42:23.092,-0.79325,22,,,
15:42:23.377,,,,0,
15:42:23.598,,,4.6875,,
15:42:23.828,-0.79325,22,,,
15:42:24.069,,,,0,
15:42:24.297,,,4.6875,,
15:42:24.529,-0.79325,22,,,
15:42:24.788,,,,0,
15:42:25.025,,,5.46875,,
15:42:25.256,-0.81325,20,,,
15:42:25.481,,,,0,
15:42:25.709,,,99.21875,,
15:42:25.946,-0.82325,19,,,
15:42:26.232,,,,0,
15:42:26.468,,,99.21875,,
15:42:26.703,-0.82325,19,,,
15:42:26.917,,,,0,
15:42:27.155,,,99.21875,,
15:42:27.369,-0.82325,19,,,
15:42:27.606,,,,0,
15:42:27.834,,,99.21875,,
15:42:28.060,-0.82325,19,,,
15:42:28.295,,,,0,
15:42:28.511,,,99.21875,,
15:42:28.746,-0.82325,19,,,
15:42:28.974,,,,0,
15:42:29.201,,,99.21875,,
15:42:29.418,-0.82325,19,,,
15:42:29.653,,,,0,
15:42:29.879,,,99.21875,,
15:42:30.105,-0.82325,19,,,
15:42:30.337,,,,0,
15:42:30.564,,,99.21875,,
15:42:30.800,-0.82325,19,,,
15:42:31.033,,,,0,
15:42:31.259,,,99.21875,,
15:42:31.489,-0.82325,19,,,
15:42:31.708,,,,0,
15:42:31.935,,,99.21875,,
15:42:32.166,-0.82325,19,,,
15:42:32.385,,,,0,
15:42:32.618,,,2.34375,,
15:42:32.846,-0.40325,61,,,
15:42:33.122,,,,0.78125,
15:42:33.346,,,-5.46875,,
15:42:33.577,-0.08325,93,,,
15:42:33.808,,,,0,
15:42:34.033,,,-6.25,,
15:42:34.262,-0.11325,90,,,
15:42:34.514,,,,7.8125,
15:42:34.726,,,-5.46875,,
15:42:34.953,-0.17325,84,,,
15:42:35.176,,,,5.46875,
15:42:35.409,,,-5.46875,,
15:42:35.649,-0.65325,36,,,
15:42:35.879,,,,-2.34375,
15:42:36.114,,,99.21875,,
15:42:36.354,-0.81325,20,,,
15:42:36.581,,,,0,
15:42:36.826,,,1.5625,,
15:42:37.038,-0.76325,25,,,
15:42:37.281,,,,0,
15:42:37.518,,,-2.34375,,
15:42:37.797,-0.60325,41,,,
15:42:38.015,,,,0,
15:42:38.258,,,-2.34375,,
15:42:38.484,-0.59325,42,,,
15:42:38.723,,,,0,
15:42:38.966,,,-2.34375,,
15:42:39.188,-0.65325,36,,,
15:42:39.416,,,,3.90625,
15:42:39.641,,,99.21875,,
15:42:39.853,-0.80325,21,,,
15:42:40.071,,,,0,
15:42:40.304,,,99.21875,,
15:42:40.542,-0.79325,22,,,
15:42:40.771,,,,0,
15:42:40.990,,,99.21875,,
15:42:41.226,-0.79325,22,,,
15:42:41.465,,,,0,
15:42:41.691,,,99.21875,,
15:42:41.925,-0.79325,22,,,
15:42:42.165,,,,0,
15:42:42.397,,,99.21875,,
15:42:42.635,-0.79325,22,,,
15:42:42.874,,,,0,
15:42:43.113,,,99.21875,,
15:42:43.839,-0.79325,22,,,
15:42:44.074,,,,0,
15:42:44.310,,,99.21875,,
15:42:44.534,-0.80325,21,,,
15:42:44.768,,,,0,
15:42:44.995,,,99.21875,,
15:42:45.211,-0.80325,21,,,
15:42:45.440,,,,0,
15:42:45.699,,,99.21875,,
15:42:45.913,-0.79325,22,,,
15:42:46.142,,,,0,
15:42:46.372,,,99.21875,,
15:42:46.603,-0.77325,24,,,
15:42:46.833,,,,0,
15:42:47.066,,,2.34375,,
15:42:47.294,-0.71325,30,,,
15:42:47.521,,,,0,
15:42:47.768,,,3.90625,,
15:42:47.989,-0.68325,33,,,
15:42:48.224,,,,0,
15:42:48.465,,,-3.125,,
15:42:48.685,-0.13325,88,,,
15:42:48.904,,,,0,
15:42:49.141,,,-5.46875,,
15:42:49.373,-0.19325,82,,,
15:42:49.588,,,,5.46875,
15:42:49.815,,,-5.46875,,
15:42:50.039,-0.07325,94,,,
15:42:50.274,,,,4.6875,
15:42:50.500,,,-6.25,,
15:42:50.712,-0.07325,94,,,
15:42:50.944,,,,14.84375,
15:42:51.166,,,-6.25,,
15:42:51.407,-0.04325,97,,,
15:42:51.646,,,,6.25,
15:42:51.902,,,-6.25,,
15:42:52.133,-0.04325,97,,,
15:42:52.356,,,,0,
15:42:52.578,,,-5.46875,,
15:42:52.805,-0.61325,40,,,
15:42:53.034,,,,1.5625,
15:42:53.263,,,4.6875,,
15:42:53.488,-0.81325,20,,,
15:42:53.705,,,,0,
15:42:53.946,,,99.21875,,
15:42:54.185,-0.81325,20,,,
15:42:54.423,,,,0,
15:42:54.644,,,99.21875,,
15:42:54.895,-0.81325,20,,,
15:42:55.133,,,,0,
15:42:55.366,,,2.34375,,
15:42:55.603,-0.72325,29,,,
15:42:55.835,,,,0.78125,
15:42:56.055,,,0,,
15:42:56.293,-0.64325,37,,,
15:42:56.535,,,,0,
15:42:56.767,,,-2.34375,,
15:42:56.981,-0.58325,43,,,
15:42:57.220,,,,0,
15:42:57.434,,,-3.90625,,
15:42:57.667,-0.42325,59,,,
15:42:57.906,,,,0.78125,
15:42:58.123,,,-3.90625,,
15:42:58.336,-0.42325,59,,,
15:42:58.573,,,,2.34375,
15:42:58.810,,,-3.90625,,
15:42:59.024,-0.46325,55,,,
15:42:59.260,,,,3.90625,
15:42:59.480,,,-3.90625,,
15:42:59.701,-0.45325,56,,,
15:42:59.982,,,,8.59375,
15:43:00.210,,,-3.90625,,
15:43:00.439,-0.45325,56,,,
15:43:00.701,,,,8.59375,
15:43:00.915,,,-3.90625,,
15:43:01.137,-0.24325,77,,,
15:43:01.356,,,,4.6875,
15:43:01.574,,,-5.46875,,
15:43:01.792,-0.27325,74,,,
15:43:02.038,,,,2.34375,
15:43:02.265,,,-5.46875,,
15:43:02.483,-0.27325,74,,,
15:43:02.704,,,,5.46875,
15:43:02.923,,,-5.46875,,
15:43:03.139,-0.25325,76,,,
15:43:03.383,,,,0,
15:43:03.601,,,-5.46875,,
15:43:03.817,-0.25325,76,,,
15:43:04.058,,,,0,
15:43:04.290,,,-5.46875,,
15:43:04.502,-0.34325,67,,,
15:43:04.732,,,,-2.34375,
15:43:04.951,,,-3.90625,,
15:43:05.191,-0.58325,43,,,
15:43:05.411,,,,-6.25,
15:43:05.678,,,0,,
15:43:05.918,-0.67325,34,,,
15:43:06.148,,,,-2.34375,
15:43:06.379,,,0,,
15:43:06.618,-0.67325,34,,,
15:43:06.854,,,,5.46875,
15:43:07.080,,,0,,
15:43:07.300,-0.67325,34,,,
15:43:07.513,,,,4.6875,
15:43:07.749,,,0,,
15:43:08.021,-0.63325,38,,,
15:43:08.240,,,,-2.34375,
15:43:08.503,,,0,,
15:43:08.727,-0.66325,35,,,
15:43:08.952,,,,1.5625,
15:43:09.187,,,3.90625,,
15:43:09.414,-0.79325,22,,,
15:43:09.634,,,,0,
15:43:09.854,,,3.90625,,
15:43:10.097,-0.78325,23,,,
15:43:10.333,,,,0,
15:43:10.559,,,2.34375,,
15:43:10.797,-0.74325,27,,,
15:43:11.034,,,,-5.46875,
15:43:11.269,,,0.78125,,
15:43:11.507,-0.73325,28,,,
15:43:11.757,,,,7.8125,
15:43:11.995,,,-2.34375,,
15:43:12.240,-0.63325,38,,,
15:43:12.471,,,,6.25,
15:43:12.705,,,-2.34375,,
15:43:12.952,-0.62325,39,,,
15:43:13.186,,,,3.90625,
15:43:13.438,,,0,,
15:43:13.663,-0.64325,37,,,
15:43:13.879,,,,1.5625,
15:43:14.106,,,0,,
15:43:14.340,-0.67325,34,,,
15:43:14.585,,,,2.34375,
15:43:14.827,,,0,,
15:43:15.061,-0.68325,33,,,
15:43:15.342,,,,4.6875,
15:43:15.559,,,0,,
15:43:15.794,-0.70325,31,,,
15:43:16.030,,,,10.15625,
15:43:16.245,,,0.78125,,
15:43:16.479,-0.73325,28,,,
15:43:16.715,,,,6.25,
15:43:16.926,,,1.5625,,
15:43:17.140,-0.73325,28,,,
15:43:17.366,,,,-2.34375,
15:43:17.585,,,1.5625,,
15:43:17.816,-0.74325,27,,,
15:43:18.041,,,,0,
15:43:18.277,,,3.90625,,
15:43:18.509,-0.82325,19,,,
15:43:18.785,,,,0,
15:43:19.030,,,99.21875,,
15:43:19.266,-0.82325,19,,,
15:43:19.498,,,,1.5625,
15:43:19.740,,,-2.34375,,
15:43:20.024,-0.64325,37,,,
15:43:20.261,,,,0,
15:43:20.482,,,3.90625,,
15:43:20.700,-0.82325,19,,,
15:43:20.927,,,,0,
15:43:21.149,,,99.21875,,
15:43:21.395,-0.79325,22,,,
15:43:21.620,,,,0,
15:43:21.837,,,99.21875,,
15:43:22.078,-0.82325,19,,,
15:43:22.312,,,,0,
15:43:22.583,,,99.21875,,
15:43:22.800,-0.80325,21,,,
15:43:23.012,,,,0,
15:43:23.246,,,0,,
15:43:23.488,-0.68325,33,,,
15:43:23.723,,,,0,
15:43:23.948,,,0,,
15:43:24.172,-0.68325,33,,,
15:43:24.387,,,,0,
15:43:24.633,,,0,,
15:43:24.875,-0.70325,31,,,
15:43:25.106,,,,0,
15:43:25.357,,,0.78125,,
15:43:25.595,-0.71325,30,,,
15:43:25.834,,,,5.46875,
15:43:26.060,,,0.78125,,
15:43:26.281,-0.70325,31,,,
15:43:26.501,,,,0,
15:43:26.735,,,0,,
15:43:26.970,-0.70325,31,,,
15:43:27.189,,,,2.34375,
15:43:27.409,,,0.78125,,
15:43:27.629,-0.72325,29,,,
15:43:27.860,,,,3.90625,
15:43:28.080,,,0.78125,,
15:43:28.310,-0.78325,23,,,
15:43:28.550,,,,0,
15:43:28.769,,,99.21875,,
15:43:29.009,-0.82325,19,,,
15:43:29.268,,,,0,
15:43:29.506,,,99.21875,,
15:43:29.741,-0.81325,20,,,
15:43:29.975,,,,0,
15:43:30.212,,,99.21875,,
15:43:30.432,-0.81325,20,,,
15:43:30.673,,,,0,
15:43:30.889,,,99.21875,,
15:43:31.140,-0.79325,22,,,
15:43:31.388,,,,0,
15:43:31.643,,,-3.125,,
15:43:31.876,-0.55325,46,,,
15:43:32.118,,,,0,
15:43:32.357,,,-3.90625,,
15:43:32.585,-0.43325,58,,,
15:43:32.823,,,,0,
15:43:33.062,,,-6.25,,
15:43:33.310,-0.26325,75,,,
15:43:33.525,,,,0,
15:43:33.745,,,0,,
15:43:33.973,-0.80325,21,,,
15:43:34.205,,,,0,
15:43:34.424,,,99.21875,,
15:43:34.648,-0.81325,20,,,
15:43:34.875,,,,0,
15:43:35.094,,,99.21875,,
15:43:35.312,-0.81325,20,,,
15:43:35.555,,,,0,
15:43:35.795,,,99.21875,,
15:43:36.026,-0.82325,19,,,
15:43:36.243,,,,0,
15:43:36.479,,,99.21875,,
15:43:36.731,-0.82325,19,,,
15:43:36.965,,,,0,
15:43:37.190,,,2.34375,,
15:43:37.426,-0.82325,19,,,
15:43:37.652,,,,0,
15:43:37.886,,,3.90625,,
15:43:38.104,-0.82325,19,,,
15:43:38.334,,,,0,
15:43:38.556,,,3.90625,,
15:43:38.784,-0.80325,21,,,
15:43:39.017,,,,0,
15:43:39.245,,,5.46875,,
15:43:39.461,-0.82325,19,,,
15:43:39.686,,,,0,
15:43:39.914,,,0,,
15:43:40.145,-0.05325,96,,,
15:43:40.375,,,,1.5625,
15:43:40.611,,,-6.25,,
15:43:40.827,-0.05325,96,,,
15:43:41.051,,,,0,
15:43:41.279,,,-7.03125,,
15:43:41.508,-0.05325,96,,,
15:43:41.756,,,,0,
15:43:42.002,,,-7.03125,,
15:43:42.218,-0.04325,97,,,
15:43:42.444,,,,0,
15:43:42.689,,,-6.25,,
15:43:42.959,-0.78325,23,,,
15:43:43.198,,,,0,
15:43:43.429,,,99.21875,,
15:43:43.648,-0.80325,21,,,
15:43:43.889,,,,0,
15:43:44.107,,,99.21875,,
15:43:44.344,-0.79325,22,,,
15:43:44.568,,,,0,
15:43:44.795,,,99.21875,,
15:43:45.021,-0.82325,19,,,
15:43:45.244,,,,0,
15:43:45.459,,,99.21875,,
15:43:45.684,-0.81325,20,,,
15:43:45.908,,,,0,
15:43:46.141,,,99.21875,,
15:43:46.363,-0.81325,20,,,
15:43:46.595,,,,2.34375,
15:43:46.835,,,1.5625,,
15:43:47.061,-0.81325,20,,,
15:43:47.295,,,,0,
15:43:47.534,,,1.5625,,
15:43:47.756,-0.77325,24,,,
15:43:48.037,,,,0,
15:43:48.274,,,1.5625,,
15:43:48.495,-0.77325,24,,,
15:43:48.731,,,,0,
15:43:48.955,,,2.34375,,
15:43:49.184,-0.78325,23,,,
15:43:49.414,,,,-7.8125,
15:43:49.662,,,-3.125,,
15:43:49.898,-0.48325,53,,,
15:43:50.139,,,,0,
15:43:50.387,,,-3.125,,
15:43:50.608,-0.50325,51,,,
15:43:50.836,,,,9.375,
15:43:51.062,,,-3.125,,
15:43:51.293,-0.51325,50,,,
15:43:51.520,,,,11.71875,
15:43:51.755,,,-3.125,,
15:43:51.997,-0.52325,49,,,
15:43:52.234,,,,7.8125,
15:43:52.474,,,0,,
15:43:52.690,-0.80325,21,,,
15:43:52.906,,,,0,
15:43:53.152,,,99.21875,,
15:43:53.397,-0.82325,19,,,
15:43:53.638,,,,0,
15:43:53.856,,,99.21875,,
15:43:54.078,-0.81325,20,,,
15:43:54.295,,,,0,
15:43:54.521,,,99.21875,,
15:43:54.804,-0.81325,20,,,
15:43:55.033,,,,0,
15:43:55.257,,,99.21875,,
15:43:55.489,-0.81325,20,,,
15:43:55.702,,,,0,
15:43:55.933,,,99.21875,,
15:43:56.150,-0.61325,40,,,
15:43:56.376,,,,2.34375,
15:43:56.607,,,-6.25,,
15:43:56.823,-0.34325,67,,,
15:43:57.062,,,,0,
15:43:57.290,,,-6.25,,
15:43:57.550,-0.18325,83,,,
15:43:57.786,,,,0,
15:43:58.000,,,-6.25,,
15:43:58.245,-0.22325,79,,,
15:43:58.465,,,,0.78125,
15:43:58.697,,,-6.25,,
15:43:58.940,-0.35325,66,,,
15:43:59.178,,,,-3.90625,
15:43:59.412,,,-3.125,,
15:43:59.659,-0.61325,40,,,
15:43:59.901,,,,-3.125,
15:44:00.122,,,0,,
15:44:00.364,-0.70325,31,,,
15:44:00.581,,,,-3.125,
15:44:00.821,,,0,,
15:44:01.052,-0.72325,29,,,
15:44:01.276,,,,0,
15:44:01.493,,,5.46875,,
15:44:01.716,-0.81325,20,,,
15:44:01.937,,,,0,
15:44:02.177,,,99.21875,,
15:44:02.422,-0.81325,20,,,
15:44:02.646,,,,0,
15:44:02.872,,,99.21875,,
15:44:03.109,-0.81325,20,,,
15:44:03.346,,,,0,
15:44:03.566,,,99.21875,,
15:44:03.799,-0.82325,19,,,
15:44:04.045,,,,0,
15:44:04.257,,,99.21875,,
15:44:04.491,-0.79325,22,,,
15:44:04.712,,,,0,
15:44:04.929,,,99.21875,,
15:44:05.161,-0.79325,22,,,
15:44:05.387,,,,0,
15:44:05.615,,,99.21875,,
15:44:05.850,-0.80325,21,,,
15:44:06.101,,,,0,
15:44:06.362,,,99.21875,,
15:44:06.601,-0.79325,22,,,
